"ID","Population","Individual","State","Locality","Latitude","Longitude","Ecoregion","bio1","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19","alt","Copia_mean","Gypsy_mean","Harbinger_mean","Helitron_mean","L1_mean","MSAT_mean","MuDR_mean","RTE_mean","SAT_mean","SINE2.tRNA_mean","hAT_mean","unclassified_mean","Copia_sd","Gypsy_sd","Harbinger_sd","Helitron_sd","L1_sd","MSAT_sd","MuDR_sd","RTE_sd","SAT_sd","SINE2.tRNA_sd","hAT_sd","unclassified_sd","X1_0_water","X1_1_soc","X1_2_ph","X1_3_bdens","X2_0_temp","X2_1_precip","X2_2_gfsad","gfsad_check","water","ag","Notes"
"JG_CO_045_G","p_045","G","MS","Lowndes County",33.482316,-88.499401,8.3,168,129,39,7457,329,0,329,123,222,261,70,1407,154,81,21,431,254,302,406,71,0.0957385808272417,0.47047493315208,0.0152603708121236,0.00253471300607527,0.00420768529016513,5.20818995801644e-05,0.00593164005532312,8.7278733940517e-05,0.00135553869832048,0.000157859957387453,0.00496324059072952,0.0320402856241495,0.00315931724825799,0.0141452733595582,0.000942990265340033,0.000283432436823719,0.000480763315264604,2.96418216836529e-05,0.000446733223489668,4.30272914074492e-05,0.000201231944374277,6.22215059985583e-05,0.000425974875856198,0.00146373169439494,24.41363191,4.424715374,57.92942773,158.9837895,23.69137902,112.9927807,3,3,"rain","AG",""
"JG_CO_045_H","p_045","H","MS","Lowndes County",33.482316,-88.499401,8.3,168,129,39,7457,329,0,329,123,222,261,70,1407,154,81,21,431,254,302,406,71,0.0872836999415269,0.471071892552058,0.0183232804015874,0.00269468323746071,0.00422227131927393,5.45367142883118e-05,0.00649856881870117,7.19240745965299e-05,0.00111648129783488,0.000165176231057468,0.00527790326550038,0.0309379109056422,0.00450899016926354,0.0235662461064022,0.00113552548068303,0.000425126521068351,0.000429590885760247,4.31800826238551e-05,0.000532676800351573,3.95743226820675e-05,0.000173978508040596,5.79633554141838e-05,0.000412401146812435,0.00208388649647629,24.41363191,4.424715374,57.92942773,158.9837895,23.69137902,112.9927807,3,3,"rain","AG",""
"JG_CO_045_I","p_045","I","MS","Lowndes County",33.482316,-88.499401,8.3,168,129,39,7457,329,0,329,123,222,261,70,1407,154,81,21,431,254,302,406,71,0.0985016145606435,0.488148826401452,0.014461879216358,0.00263836653608625,0.00431762276370883,5.66405391300892e-05,0.00585746540069505,9.73119094838255e-05,0.00101585539139013,0.000152618902232495,0.00466389594464197,0.0371951122673547,0.00213818775888755,0.00815791952819202,0.000653020293956791,0.000275811583175951,0.000362893015711962,3.54789357675744e-05,0.00053903329898136,5.51576247098629e-05,0.000169638890560034,6.26414907916475e-05,0.000399209944038956,0.00176556809474642,24.41363191,4.424715374,57.92942773,158.9837895,23.69137902,112.9927807,3,3,"rain","AG",""
"JG_CO_045_J","p_045","J","MS","Lowndes County",33.482316,-88.499401,8.3,168,129,39,7457,329,0,329,123,222,261,70,1407,154,81,21,431,254,302,406,71,0.0837339622681636,0.451749754170987,0.0172503542736357,0.00287378267262996,0.00400421026376543,6.96612624596438e-05,0.0058935162130832,0.000103771185127602,0.00139706757330341,0.000154107157143113,0.00520163411754366,0.0298176802625689,0.0035559344035646,0.0143710919864686,0.000842350496214617,0.000257323241524389,0.000350171568010352,3.91173664078439e-05,0.000421966404028747,5.29962258919591e-05,0.000185175133769831,6.0306617868124e-05,0.000443286699790776,0.00184203825191602,24.41363191,4.424715374,57.92942773,158.9837895,23.69137902,112.9927807,3,3,"rain","AG",""
"JG_CO_045_K","p_045","K","MS","Lowndes County",33.482316,-88.499401,8.3,168,129,39,7457,329,0,329,123,222,261,70,1407,154,81,21,431,254,302,406,71,0.0990564382808527,0.473716767708614,0.0141801416294246,0.00247264618248815,0.00423947286977,5.06577451658547e-05,0.00573633715934754,9.93229195065544e-05,0.00128894272791091,0.000160509480363859,0.00466875493299361,0.0339750913431091,0.00300090199191617,0.0152766159400366,0.000744783068006703,0.000279231871153444,0.000467758538690289,3.26011656539669e-05,0.000365204417374864,6.20976569426719e-05,0.000219161651342213,8.05633501220054e-05,0.000403055029272803,0.00182696895882322,24.41363191,4.424715374,57.92942773,158.9837895,23.69137902,112.9927807,3,3,"rain","AG",""
"JG_CO_045_L","p_045","L","MS","Lowndes County",33.482316,-88.499401,8.3,168,129,39,7457,329,0,329,123,222,261,70,1407,154,81,21,431,254,302,406,71,0.105599483010444,0.493796768186658,0.0136735779480419,0.00269487970243233,0.00413247929664447,4.94626366683667e-05,0.00582947404377795,8.68351758815443e-05,0.000989978731487341,0.000170661652583625,0.00497021127880379,0.0383341573422154,0.00219850837460806,0.00609773226575272,0.000809544653621824,0.000327334760741894,0.000332881361168716,2.86601087199065e-05,0.000458019804217814,4.37854691927014e-05,0.000158582618953399,7.14951028944957e-05,0.000430377924571837,0.00190250525121831,24.41363191,4.424715374,57.92942773,158.9837895,23.69137902,112.9927807,3,3,"rain","AG",""
"JG_CO_049_A","p_049","A","AZ","Yavapai",34.230035,-112.09887,13.1,171,172,47,7151,369,4,365,262,198,266,86,420,60,7,43,148,35,114,126,947,0.0922034103531543,0.493801270519767,0.0164368082367664,0.00285988573190194,0.00455358769270679,5.24232154375438e-05,0.00611355209032127,8.35976735915282e-05,0.00119624143034985,0.000150314193007396,0.00504864971749573,0.0355232539798227,0.00174301023935621,0.00565170626623386,0.000681111506673413,0.000270541939107174,0.000372704836900358,2.45567152571133e-05,0.000460469763844626,4.30601336246138e-05,0.000177212429944172,5.9738152938108e-05,0.000400191603512723,0.00150357987962903,23.12570146,1.328544706,77.98668163,153.1470258,32.93339095,33.26556304,0,0,"rain","NOAG","Located in a rain wash"
"JG_CO_049_B","p_049","B","AZ","Yavapai",34.230035,-112.09887,13.1,171,172,47,7151,369,4,365,262,198,266,86,420,60,7,43,148,35,114,126,947,0.102689510049879,0.549101495981456,0.0189674926291482,0.00316652614883409,0.00490089091021833,3.58192706901693e-05,0.0070075908896888,0.00010355711880491,0.00123264638929165,0.000154812092651074,0.00575099743507781,0.0352191296340826,0.00219812312417882,0.00494607260957213,0.000923916130558085,0.000375571893700603,0.00044106665554298,2.77016625928305e-05,0.000539395072686502,5.2939205287386e-05,0.00021732896816406,7.63439652945824e-05,0.000554772906084686,0.00204639027676878,23.12570146,1.328544706,77.98668163,153.1470258,32.93339095,33.26556304,0,0,"rain","NOAG","Located in a rain wash"
"JG_CO_049_C","p_049","C","AZ","Yavapai",34.230035,-112.09887,13.1,171,172,47,7151,369,4,365,262,198,266,86,420,60,7,43,148,35,114,126,947,0.096400496178656,0.502836706246041,0.0172187846558705,0.00295564975359318,0.00454992366954706,4.13366100643002e-05,0.00643968943653288,9.84121322944047e-05,0.00151675813100315,0.000180866708785637,0.00540125747935283,0.0355876813275633,0.00208504056173229,0.0055909317172262,0.000822539759707402,0.000301708181768785,0.000406958874270208,2.31119784325697e-05,0.000475174775133274,4.79834874023095e-05,0.000232407680366122,8.270251527325e-05,0.000411991593442679,0.00178977816027706,23.12570146,1.328544706,77.98668163,153.1470258,32.93339095,33.26556304,0,0,"rain","NOAG","Located in a rain wash"
"JG_CO_054_A","p_054","A","TN","Columbia",35.6695247,-87.0180417,8.3,143,138,38,8013,318,-39,357,141,202,243,36,1356,147,85,16,401,269,303,355,176,0.108382259173901,0.531533025330765,0.0158076792269206,0.00275683671563009,0.00484007951089303,5.21679653495205e-05,0.0062896457490237,9.48257812372264e-05,0.00164739315513005,0.000172130747309581,0.00518045213631509,0.0340835803819854,0.00247217437122802,0.00509606092368683,0.000780774528669779,0.000333289503643011,0.000461206760761569,2.90020492585393e-05,0.000569155848339961,5.45388240655457e-05,0.000254169608909304,7.9757215971032e-05,0.000501245201759803,0.00167069036493803,22.38815403,1.809229865,60.96024397,152.9765579,20.78004924,110.3194812,3,4,"rain","NOAG",""
"JG_CO_054_B","p_054","B","TN","Columbia",35.6695247,-87.0180417,8.3,143,138,38,8013,318,-39,357,141,202,243,36,1356,147,85,16,401,269,303,355,176,0.112322539806166,0.526507021331586,0.0161069831085385,0.00277804525242795,0.00505815293447498,5.4063187418539e-05,0.00711421664798485,9.85060883016228e-05,0.00145864555906396,0.000175056996007614,0.00554880073496272,0.03393493236992,0.00214571055207296,0.00533686113786261,0.00068380177628626,0.000365714444320004,0.000519690579679504,4.07607713739475e-05,0.000675824051837966,7.34735791767301e-05,0.000256696876193301,6.9270356803307e-05,0.000475543168493422,0.0016637076407731,22.38815403,1.809229865,60.96024397,152.9765579,20.78004924,110.3194812,3,4,"rain","NOAG",""
"JG_CO_054_C","p_054","C","TN","Columbia",35.6695247,-87.0180417,8.3,143,138,38,8013,318,-39,357,141,202,243,36,1356,147,85,16,401,269,303,355,176,0.107576124039714,0.523186246454338,0.019241970500703,0.00304351620820307,0.00534939559776182,5.51936727771397e-05,0.00715876883398199,8.17706983703363e-05,0.00164145688135276,0.000189558940308987,0.0061193583415655,0.033191620042852,0.00259039907560955,0.00580699318296308,0.000819084995361497,0.000415108296666304,0.000466799827379498,2.96377946789026e-05,0.00049902882407658,3.88862329354117e-05,0.000172668994279814,7.98964907536227e-05,0.000550224272229537,0.00182269670747671,22.38815403,1.809229865,60.96024397,152.9765579,20.78004924,110.3194812,3,4,"rain","NOAG",""
"JG_CO_054_D","p_054","D","TN","Columbia",35.6695247,-87.0180417,8.3,143,138,38,8013,318,-39,357,141,202,243,36,1356,147,85,16,401,269,303,355,176,0.123246468742057,0.555272644574759,0.0149303389168409,0.00271998415341662,0.00520087151556449,4.16830561624979e-05,0.00701958817471816,0.000102376477527189,0.00165493015602308,0.000200728526528567,0.00550893393210669,0.0378147476339889,0.00232718980642836,0.00615735614898419,0.000895701406403038,0.000406447245657618,0.000639691095251774,2.52982140108649e-05,0.000634446297558375,5.62778159067975e-05,0.000302394108139713,8.2664725498533e-05,0.000564181013309517,0.00166113663123058,22.38815403,1.809229865,60.96024397,152.9765579,20.78004924,110.3194812,3,4,"rain","NOAG",""
"JG_CO_054_E","p_054","E","TN","Columbia",35.6695247,-87.0180417,8.3,143,138,38,8013,318,-39,357,141,202,243,36,1356,147,85,16,401,269,303,355,176,0.114481340125597,0.51929644909049,0.0156219799792058,0.00298548468060749,0.00483256153840174,5.33770046368224e-05,0.00717192798761686,0.000127137562687786,0.000981392200922475,0.000178730304771905,0.0055760352663635,0.0349132971205088,0.00223248885827456,0.00443616429299192,0.000726103428883293,0.000335208302886013,0.000448031499954911,3.17721581876218e-05,0.000532196849365756,7.2589142041268e-05,0.000201785624687741,8.60970791436803e-05,0.000461789808871865,0.00194527259072487,22.38815403,1.809229865,60.96024397,152.9765579,20.78004924,110.3194812,3,4,"rain","NOAG",""
"JG_CO_054_F","p_054","F","TN","Columbia",35.6695247,-87.0180417,8.3,143,138,38,8013,318,-39,357,141,202,243,36,1356,147,85,16,401,269,303,355,176,0.146234687861129,0.684193132795408,0.0177216480610012,0.0034612939722858,0.00570643071048115,7.1038605337117e-06,0.00883863751204109,0.000118830108227763,0.00169900486922054,0.000193606224455658,0.0061068498196947,0.0511875079505008,0.00337649387163314,0.00427578991945231,0.00120289064158221,0.000532408625453547,0.000742643220698374,1.61517882860873e-05,0.000887286759081994,7.37803179095512e-05,0.000282299492661459,0.000106766806629605,0.000799503897491551,0.00262438931526631,22.38815403,1.809229865,60.96024397,152.9765579,20.78004924,110.3194812,3,4,"rain","NOAG",""
"JG_CO_054_G","p_054","G","TN","Columbia",35.6695247,-87.0180417,8.3,143,138,38,8013,318,-39,357,141,202,243,36,1356,147,85,16,401,269,303,355,176,0.113198238561507,0.505658333977493,0.014353978235616,0.00280861531306363,0.00467298467096164,4.72137694177616e-05,0.00688540227436899,0.000113379208983173,0.00120436909284556,0.000167455200018933,0.00510272107303558,0.0363034431111637,0.00310662815727246,0.00729492048900546,0.00084333187569499,0.00034568988443017,0.000549186696089575,2.87792194116861e-05,0.000577618835424645,6.5747496277974e-05,0.00017829901757268,8.43709983707275e-05,0.000551406958584536,0.00206110318229877,22.38815403,1.809229865,60.96024397,152.9765579,20.78004924,110.3194812,3,4,"rain","NOAG",""
"JG_CO_054_H","p_054","H","TN","Columbia",35.6695247,-87.0180417,8.3,143,138,38,8013,318,-39,357,141,202,243,36,1356,147,85,16,401,269,303,355,176,0.112293367906647,0.522308293927435,0.0155973819381138,0.00306235194545475,0.00483941146793441,5.35890880799624e-05,0.00721447410393717,0.000100519363417857,0.000960661194720003,0.00016939440370959,0.00537622524061912,0.0359863609307799,0.00258173959699167,0.00573977956772352,0.000706334090527235,0.000374502635806247,0.00043653578592609,2.94109139672014e-05,0.000422229003205256,6.02204882378379e-05,0.000210047927337175,7.44456548998962e-05,0.000495809721956579,0.00134202231511701,22.38815403,1.809229865,60.96024397,152.9765579,20.78004924,110.3194812,3,4,"rain","NOAG",""
"JG_CO_054_I","p_054","I","TN","Columbia",35.6695247,-87.0180417,8.3,143,138,38,8013,318,-39,357,141,202,243,36,1356,147,85,16,401,269,303,355,176,0.1106302375304,0.523317337410335,0.0134980548572069,0.00277702516610996,0.00446179923509115,5.4623138191656e-05,0.00632004329751633,9.10136847821605e-05,0.00093919229425713,0.000151905337102622,0.00488321745925623,0.0393733858886062,0.00283981169711049,0.0110436381852504,0.000882338777119586,0.000344710301570737,0.000449519863247538,3.50948576754208e-05,0.000471514203804429,5.11956320252758e-05,0.000200698640635401,7.28902117921909e-05,0.00047683630385317,0.00225784564268606,22.38815403,1.809229865,60.96024397,152.9765579,20.78004924,110.3194812,3,4,"rain","NOAG",""
"JG_CO_054_J","p_054","J","TN","Columbia",35.6695247,-87.0180417,8.3,143,138,38,8013,318,-39,357,141,202,243,36,1356,147,85,16,401,269,303,355,176,0.118317798173401,0.539744838147642,0.0149688872582925,0.00281375502120477,0.0049989988358569,5.2551082882584e-05,0.00678676994346057,8.38433874432392e-05,0.00105525431340142,0.000169072308743508,0.00546830056969689,0.0362294685812552,0.00274540836374392,0.00896826436100218,0.000734135926679904,0.000357853815978281,0.000466735462181132,3.53453467639596e-05,0.000530617080745922,4.60140595222735e-05,0.000205293891849771,7.0812050932146e-05,0.000652749595822592,0.00198310748286083,22.38815403,1.809229865,60.96024397,152.9765579,20.78004924,110.3194812,3,4,"rain","NOAG",""
"JG_CO_054_K","p_054","K","TN","Columbia",35.6695247,-87.0180417,8.3,143,138,38,8013,318,-39,357,141,202,243,36,1356,147,85,16,401,269,303,355,176,0.105611604394893,0.50922121377679,0.016839116259817,0.0027084008782732,0.0047571962146392,4.8933986355439e-05,0.00646771552671717,0.000110733127223171,0.00157140792343734,0.000165598547430257,0.0054023504920493,0.0337879400836299,0.00197657509194036,0.00583650826253523,0.00081482195107249,0.000341624828943645,0.000461703586510437,3.1566413841319e-05,0.00060917994513066,5.5321879569764e-05,0.000220665635608362,7.6204469659159e-05,0.000445286404902013,0.00185309436335826,22.38815403,1.809229865,60.96024397,152.9765579,20.78004924,110.3194812,3,4,"rain","NOAG",""
"JG_CO_055_A","p_055","A","TN","Portland",36.589954,-86.518198,8.3,137,123,34,8358,311,-46,357,137,198,241,24,1303,134,78,15,375,260,312,330,249,0.103254456671666,0.517499715171813,0.0159762767007203,0.00269805173683738,0.00482407117581737,4.75271520908185e-05,0.00672284209353704,0.000105303414129247,0.00128225738765046,0.000182357457845678,0.00535820228647212,0.0335419693737873,0.00207650798765754,0.00493063015062061,0.000677530402475321,0.000373190850312956,0.000411442742284721,3.07697183103657e-05,0.000458228970703135,4.9144895295144e-05,0.000225789196483223,7.80006040297015e-05,0.000404594076498529,0.00212612235392889,23.02397559,1.685193258,59.98060157,156.3424876,21.76764821,107.7658021,3,5,"rain","NOAG",""
"JG_CO_055_B","p_055","B","TN","Portland",36.589954,-86.518198,8.3,137,123,34,8358,311,-46,357,137,198,241,24,1303,134,78,15,375,260,312,330,249,0.111366721686009,0.531318111034402,0.0163918613262018,0.00280428974347337,0.0051917636437856,4.96215404722892e-05,0.00656010593554668,9.25635564209877e-05,0.00131341617881047,0.000173692522141483,0.00545384500705923,0.0382772955596216,0.00231535788423688,0.00419595639876755,0.000718300829752148,0.000363013215527535,0.000447227767926678,2.95907650379066e-05,0.000582984252696901,5.31849554912213e-05,0.000237657810489489,6.84331189450787e-05,0.000410288381589818,0.00149938706379646,23.02397559,1.685193258,59.98060157,156.3424876,21.76764821,107.7658021,3,5,"rain","NOAG",""
"JG_CO_055_C","p_055","C","TN","Portland",36.589954,-86.518198,8.3,137,123,34,8358,311,-46,357,137,198,241,24,1303,134,78,15,375,260,312,330,249,0.111522558096504,0.60451118634297,0.0246349476107092,0.00357554679762353,0.00561034657085482,3.02276646664087e-05,0.00898820903385472,0.00010500459706179,0.00192834517792903,0.000155612346395868,0.00744907021066976,0.0367090384252499,0.00223011332839423,0.0039581338757347,0.00121445195431984,0.000384320452921451,0.000709931578494317,2.80440922015044e-05,0.000712860680372812,7.54728438091337e-05,0.000265439308369736,8.02784022215923e-05,0.000541424734042315,0.00209428206979162,23.02397559,1.685193258,59.98060157,156.3424876,21.76764821,107.7658021,3,5,"rain","NOAG",""
"JG_CO_055_D","p_055","D","TN","Portland",36.589954,-86.518198,8.3,137,123,34,8358,311,-46,357,137,198,241,24,1303,134,78,15,375,260,312,330,249,0.108080107174829,0.527287722157222,0.0175932927142229,0.00292594685858942,0.00477747871280914,5.51944785871704e-05,0.00708257895237418,9.95095318361192e-05,0.00175196757632565,0.000203878604110278,0.00575151898434828,0.0337241008753786,0.0029229087959006,0.00435533685150957,0.000694952357318793,0.000400771327069424,0.000491357357799276,3.09302371973731e-05,0.000661860624850005,5.42915291398745e-05,0.000257361509545289,7.41546508654599e-05,0.000621872553621831,0.00116034118485749,23.02397559,1.685193258,59.98060157,156.3424876,21.76764821,107.7658021,3,5,"rain","NOAG",""
"JG_CO_055_E","p_055","E","TN","Portland",36.589954,-86.518198,8.3,137,123,34,8358,311,-46,357,137,198,241,24,1303,134,78,15,375,260,312,330,249,0.109172096880099,0.534556501859785,0.0162142777941781,0.00271360429604119,0.00476476006863008,5.05895229937105e-05,0.00690372846532173,0.000110331257946161,0.00145647414805751,0.000167437568579421,0.00533750473625335,0.0341117664026524,0.00223412059394436,0.00419995879635534,0.000775779309493229,0.000326710464422214,0.000433000150353955,2.69388303983604e-05,0.000638877026617571,5.22144343963716e-05,0.000240354538672818,5.85813260935636e-05,0.000363164772337684,0.00149887559889015,23.02397559,1.685193258,59.98060157,156.3424876,21.76764821,107.7658021,3,5,"rain","NOAG",""
"JG_CO_055_F","p_055","F","TN","Portland",36.589954,-86.518198,8.3,137,123,34,8358,311,-46,357,137,198,241,24,1303,134,78,15,375,260,312,330,249,0.105727384410465,0.513199208342051,0.0157420975293082,0.00275344785039436,0.00502164997548798,4.98690301681759e-05,0.00622314838072294,8.80727858448152e-05,0.00154620657807911,0.00017144096145739,0.00528231899895314,0.0327928090268413,0.00202397366680442,0.00519227480967654,0.000850433136577902,0.000329676260752729,0.00041959327722048,3.13925400531854e-05,0.000485396918012789,5.86019242692319e-05,0.00023032733277175,7.17912774184386e-05,0.000427915725491953,0.00154805782595861,23.02397559,1.685193258,59.98060157,156.3424876,21.76764821,107.7658021,3,5,"rain","NOAG",""
